Код проекта;Наименование ФП;Наименование источника;2018_План;2018_Факт;2018_Период;2019_План;2019_Факт;2019_Период;2020_План;2020_Факт;2020_Период;2021_План;2021_Факт;2021_Период;2022_План;2022_Факт;2022_Период;2023_План;2023_Факт;2023_Период;2024_План;2024_Факт;2024_Период
GБ;Внедрение наилучших доступных технологий;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
GБ;Внедрение наилучших доступных технологий;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
GБ;Внедрение наилучших доступных технологий;всего по фед. проекту;;;;10000000.0000;;;293300000.0000;;;306000000.0000;;;606000000.0000;;;606000000.0000;;;606000000.0000;;
GБ;Внедрение наилучших доступных технологий;внебюджетные источники;;;;10000000.0000;;;290000000.0000;;;300000000.0000;;;600000000.0000;;;600000000.0000;;;600000000.0000;;
GБ;Внедрение наилучших доступных технологий;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;федеральный бюджет;;;;0.0000;;;411400.0000;;;494400.0000;;;251400.0000;;;251400.0000;;;251400.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;всего по фед. проекту;;;;0.0000;;;411400.0000;;;494400.0000;;;251400.0000;;;251400.0000;;;251400.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I1;Улучшение условий ведения предпринимательской деятельности;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;федеральный бюджет;;;;17541721.3000;;;27774099.4000;;;32895784.3000;;;54180600.0000;;;59622300.0000;;;52672930.0000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;межбюджетные трансферты, федеральный бюджет;;;;8043200.0000;;;2771576.3000;;;1812000.0000;;;9038101.0000;;;10492000.0000;;;2491960.0000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;консолидированные бюджеты субъектов РФ;;;;15729459.2300;;;2876201.7000;;;2026251.3000;;;9813286.9000;;;11222189.0000;;;2658220.3000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;всего по фед. проекту;;;;25227980.5300;;;27878724.8000;;;33110035.6000;;;54955785.9000;;;60352489.0000;;;52839190.3000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I4;Расширение доступа субъектов МСП к финансовым ресурсам, в том числе к льготному финансированию;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I5;Акселерация субъектов малого и среднего предпринимательства;федеральный бюджет;;;;23056506.3000;;;20081332.4000;;;8588645.8000;;;26316850.4000;;;24327610.4000;;;12046610.4000;;
I5;Акселерация субъектов малого и среднего предпринимательства;межбюджетные трансферты, федеральный бюджет;;;;17053808.2000;;;15774694.0000;;;7391220.6000;;;16250740.0000;;;14666400.0000;;;6131400.0000;;
I5;Акселерация субъектов малого и среднего предпринимательства;консолидированные бюджеты субъектов РФ;;;;20393810.6000;;;16116009.1000;;;7838100.4000;;;17797564.8000;;;15765976.9000;;;6559417.3000;;
I5;Акселерация субъектов малого и среднего предпринимательства;всего по фед. проекту;;;;31696508.7000;;;26922647.5000;;;16935525.6000;;;37863675.2000;;;36727187.3000;;;25374627.7000;;
I5;Акселерация субъектов малого и среднего предпринимательства;внебюджетные источники;;;;5300000.0000;;;6500000.0000;;;7900000.0000;;;10000000.0000;;;11300000.0000;;;12900000.0000;;
I5;Акселерация субъектов малого и среднего предпринимательства;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;федеральный бюджет;;;;5353937.2600;;;3856224.4400;;;4609565.8000;;;5916728.9000;;;8514000.0000;;;9123000.0000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;межбюджетные трансферты, федеральный бюджет;;;;5353937.2600;;;3856224.4400;;;4609565.8000;;;5916728.9000;;;8514000.0000;;;9123000.0000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;консолидированные бюджеты субъектов РФ;;;;5684652.7600;;;3856224.4400;;;4609565.8000;;;5916728.9000;;;9036458.1000;;;9708793.8000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;всего по фед. проекту;;;;5684652.7600;;;3856224.4400;;;4609565.8000;;;5916728.9000;;;9036458.1000;;;9708793.8000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I7;Создание системы поддержки фермеров и развитие сельской кооперации;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I8;Популяризация предпринимательства;федеральный бюджет;;;;1861665.0000;;;1860335.0000;;;862000.0000;;;1282000.0000;;;1522500.0000;;;1528000.0000;;
I8;Популяризация предпринимательства;межбюджетные трансферты, федеральный бюджет;;;;952745.7000;;;1006608.5000;;;500000.0000;;;800000.0000;;;1040000.0000;;;1050000.0000;;
I8;Популяризация предпринимательства;консолидированные бюджеты субъектов РФ;;;;1032470.4000;;;1056920.2000;;;550311.9000;;;880496.2000;;;1144644.1000;;;1155650.5000;;
I8;Популяризация предпринимательства;всего по фед. проекту;;;;1941389.7000;;;1910646.7000;;;912311.9000;;;1362496.2000;;;1627144.1000;;;1633650.5000;;
I8;Популяризация предпринимательства;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
I8;Популяризация предпринимательства;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L1;Системные меры по повышению производительности труда;федеральный бюджет;;;;807000.0000;;;1114900.0000;;;883700.0000;;;888900.0000;;;910100.0000;;;940400.0000;;
L1;Системные меры по повышению производительности труда;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L1;Системные меры по повышению производительности труда;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L1;Системные меры по повышению производительности труда;всего по фед. проекту;;;;807000.0000;;;1114900.0000;;;883700.0000;;;888900.0000;;;910100.0000;;;940400.0000;;
L1;Системные меры по повышению производительности труда;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L1;Системные меры по повышению производительности труда;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;федеральный бюджет;;;;3559791.7000;;;4662508.3000;;;4198800.0000;;;4773700.0000;;;5112700.0000;;;5450000.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;межбюджетные трансферты, федеральный бюджет;;;;1784599.7000;;;2188730.5000;;;1917953.3000;;;2068000.0000;;;2285000.0000;;;2502000.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;консолидированные бюджеты субъектов РФ;;;;1784599.7000;;;2188730.5000;;;1917953.3000;;;2068000.0000;;;2285000.0000;;;2502000.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;всего по фед. проекту;;;;3559791.7000;;;5662508.3000;;;5198800.0000;;;5973700.0000;;;6312700.0000;;;6650000.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;внебюджетные источники;;;;0.0000;;;1000000.0000;;;1000000.0000;;;1200000.0000;;;1200000.0000;;;1200000.0000;;
L2;Адресная поддержка повышения производительности труда на предприятиях;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;федеральный бюджет;;;;1852733.8000;;;2043066.2000;;;1817976.6000;;;1818198.7000;;;1817500.0000;;;1817500.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;межбюджетные трансферты, федеральный бюджет;;;;1812733.8000;;;2043066.2000;;;1817976.6000;;;1818198.7000;;;1817500.0000;;;1817500.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;консолидированные бюджеты субъектов РФ;;;;1924587.2000;;;2278221.2000;;;1996742.8000;;;1967569.4000;;;1913200.0000;;;1913200.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;всего по фед. проекту;;;;1964587.2000;;;2278221.2000;;;1996742.8000;;;1967569.4000;;;1913200.0000;;;1913200.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
L3;Поддержка занятости и повышение эффективности рынка труда для обеспечения роста производительности труда;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;федеральный бюджет;;;;10405316.8000;;;15328285.6000;;;8127852.0000;;;6060712.2000;;;5397000.0000;;;5597000.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;межбюджетные трансферты, федеральный бюджет;;;;10265316.8000;;;15188285.6000;;;7987852.0000;;;5970712.2000;;;5397000.0000;;;5597000.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;консолидированные бюджеты субъектов РФ;;;;11504688.0500;;;15188285.6000;;;7987852.0000;;;5970712.2000;;;8055000.0000;;;8354000.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;всего по фед. проекту;;;;11644688.0500;;;15328285.6000;;;8127852.0000;;;6060712.2000;;;8055000.0000;;;8354000.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N1;Развитие системы оказания первичной медико-санитарной помощи;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;федеральный бюджет;;;;11096673.9000;;;23648387.2000;;;20489600.0000;;;26745300.0000;;;19204138.9000;;;24788300.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;межбюджетные трансферты, федеральный бюджет;;;;11006673.9000;;;23558387.2000;;;20399600.0000;;;26655300.0000;;;19114138.9000;;;24698300.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;консолидированные бюджеты субъектов РФ;;;;11006673.9000;;;23558387.2000;;;20399600.0000;;;26655300.0000;;;19114138.9000;;;24698300.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;всего по фед. проекту;;;;11096673.9000;;;23648387.2000;;;20489600.0000;;;26745300.0000;;;19204138.9000;;;24788300.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N2;Борьба с сердечно-сосудистыми заболеваниями;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N3;Борьба с онкологическими заболеваниями;федеральный бюджет;;;;98841560.4000;;;192645017.5000;;;183755164.8000;;;184797067.0000;;;154023678.5000;;;155240000.0000;;
N3;Борьба с онкологическими заболеваниями;межбюджетные трансферты, федеральный бюджет;;;;97817360.4000;;;176122537.5000;;;168585304.8000;;;172661757.0000;;;152283678.5000;;;154623300.0000;;
N3;Борьба с онкологическими заболеваниями;консолидированные бюджеты субъектов РФ;;;;27817360.4000;;;56122537.5000;;;28585304.8000;;;32661757.0000;;;12283678.5000;;;14623300.0000;;
N3;Борьба с онкологическими заболеваниями;всего по фед. проекту;;;;98841560.4000;;;192645017.5000;;;183755164.8000;;;184797067.0000;;;154023678.5000;;;155240000.0000;;
N3;Борьба с онкологическими заболеваниями;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N3;Борьба с онкологическими заболеваниями;бюджеты государственных внебюджетных фондов РФ;;;;70000000.0000;;;120000000.0000;;;140000000.0000;;;140000000.0000;;;140000000.0000;;;140000000.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;федеральный бюджет;;;;12414168.0000;;;22554667.7000;;;10621000.0000;;;17288100.0000;;;17718400.0000;;;8464200.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;межбюджетные трансферты, федеральный бюджет;;;;12063722.3000;;;22204222.0000;;;10621000.0000;;;17288100.0000;;;0.0000;;;0.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;консолидированные бюджеты субъектов РФ;;;;15393545.9500;;;24942769.1000;;;10621000.0000;;;17288100.0000;;;0.0000;;;0.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;всего по фед. проекту;;;;31599860.6500;;;41186098.8000;;;26204560.0000;;;32576401.0000;;;32760450.0000;;;23310211.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N4;Развитие детского здравоохранения, включая создание современной инфраструктуры оказания медицинской помощи детям;бюджеты государственных внебюджетных фондов РФ;;;;15855869.0000;;;15892884.0000;;;15583560.0000;;;15288301.0000;;;15042050.0000;;;14846011.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;федеральный бюджет;;;;5601004.3000;;;4420395.7000;;;3566200.0000;;;1247586.6000;;;1229000.0000;;;1229000.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;всего по фед. проекту;;;;5601004.3000;;;4420395.7000;;;3566200.0000;;;1247586.6000;;;1229000.0000;;;1229000.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N5;Обеспечение медицинских организаций системы здравоохранения квалифицированными кадрами;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;федеральный бюджет;;;;4979417.4000;;;11309200.0000;;;12596100.0000;;;11928400.0000;;;10966782.6000;;;12109300.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;всего по фед. проекту;;;;4979417.4000;;;11309200.0000;;;12596100.0000;;;11928400.0000;;;10966782.6000;;;12109300.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N6;Развитие сети национальных медицинских исследовательских центров и внедрение инновационных медицинских технологий;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);федеральный бюджет;;;;13779110.8000;;;45580887.4000;;;13440220.0000;;;14347780.0000;;;10000000.0000;;;10000000.0000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);межбюджетные трансферты, федеральный бюджет;;;;11530794.1000;;;40307704.6000;;;11214124.3000;;;7639855.9000;;;5357833.8000;;;5309381.5000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);консолидированные бюджеты субъектов РФ;;;;12413651.8500;;;43563112.3900;;;12221952.7800;;;8239064.5100;;;5830647.0300;;;5778505.1000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);всего по фед. проекту;;;;14661968.5500;;;48836295.1900;;;14448048.4800;;;14946988.6100;;;10472813.2300;;;10469123.6000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N7;Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы в сфере здравоохранения (ЕГИСЗ);бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N8;Развитие экспорта медицинских услуг;федеральный бюджет;;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;
N8;Развитие экспорта медицинских услуг;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N8;Развитие экспорта медицинских услуг;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N8;Развитие экспорта медицинских услуг;всего по фед. проекту;;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;;30000.0000;;
N8;Развитие экспорта медицинских услуг;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
N8;Развитие экспорта медицинских услуг;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P1;Финансовая поддержка семей при рождении детей;федеральный бюджет;;;;417323957.8000;;;532317456.0000;;;556097045.6000;;;543396344.9000;;;422656400.0000;;;394647800.0000;;
P1;Финансовая поддержка семей при рождении детей;межбюджетные трансферты, федеральный бюджет;;;;415769238.8000;;;519298175.0000;;;541397045.6000;;;525196344.9000;;;412556400.0000;;;385447800.0000;;
P1;Финансовая поддержка семей при рождении детей;консолидированные бюджеты субъектов РФ;;;;98218664.5000;;;212549267.5000;;;223912162.6000;;;239221454.0000;;;121335700.0000;;;126234400.0000;;
P1;Финансовая поддержка семей при рождении детей;всего по фед. проекту;;;;433763858.0000;;;550593459.2000;;;576694523.2000;;;566195232.2000;;;440505300.0000;;;413034200.0000;;
P1;Финансовая поддержка семей при рождении детей;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P1;Финансовая поддержка семей при рождении детей;бюджеты государственных внебюджетных фондов РФ;;;;333990474.5000;;;325024910.7000;;;338082360.6000;;;308773778.2000;;;309069600.0000;;;277599800.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;федеральный бюджет;;;;48230568.6000;;;55926228.4000;;;39446137.6000;;;4346152.7000;;;4345800.0000;;;4345800.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;межбюджетные трансферты, федеральный бюджет;;;;48230568.6000;;;55926228.4000;;;39446137.6000;;;4346152.7000;;;4345800.0000;;;4345800.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;консолидированные бюджеты субъектов РФ;;;;54478409.1000;;;59165985.6000;;;42622874.6100;;;5081076.5000;;;4496900.0000;;;4496900.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;всего по фед. проекту;;;;54478409.1000;;;59165985.6000;;;42622874.6100;;;5081076.5000;;;4496900.0000;;;4496900.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P2;Содействие занятости женщин - создание условий дошкольного образования для детей в возрасте до трех лет;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;федеральный бюджет;;;;9269541.9000;;;14221929.9000;;;11767539.3000;;;16253822.2000;;;18725800.0000;;;19436000.0000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;межбюджетные трансферты, федеральный бюджет;;;;7299692.8000;;;12069064.0000;;;9785181.8000;;;14271460.0000;;;16893327.3000;;;17603327.3000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;консолидированные бюджеты субъектов РФ;;;;7808658.2400;;;12920789.6900;;;10742061.8000;;;15321084.2000;;;17542129.2000;;;18252129.2000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;всего по фед. проекту;;;;9778507.3400;;;15073655.5900;;;12724419.3000;;;17303446.4000;;;19374601.9000;;;20084801.9000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P3;Разработка и реализация программы системной поддержки и повышения качества жизни граждан старшего поколения;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;федеральный бюджет;;;;784233.2000;;;1769257.4000;;;345106.9000;;;318130.8000;;;231730.8000;;;239452.8000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;межбюджетные трансферты, федеральный бюджет;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;консолидированные бюджеты субъектов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;всего по фед. проекту;;;;814233.2000;;;1769257.4000;;;345106.9000;;;318130.8000;;;231730.8000;;;239452.8000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P4;Формирование системы мотивации граждан к здоровому образу жизни, включая здоровое питание и отказ от вредных привычек;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;федеральный бюджет;;;;22760305.0800;;;32314313.7000;;;24624041.6000;;;25297466.2000;;;18173933.3000;;;13965383.3000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;межбюджетные трансферты, федеральный бюджет;;;;19822221.0800;;;28882518.9000;;;18976971.4000;;;19234745.9000;;;12693863.1000;;;8504313.1000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;консолидированные бюджеты субъектов РФ;;;;26538161.1700;;;31202479.7500;;;20306609.0500;;;20248157.8000;;;14633276.3100;;;11485251.8000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;всего по фед. проекту;;;;30359649.0700;;;34634274.5500;;;25953679.2500;;;26310878.1000;;;20113346.5100;;;16946322.0000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;внебюджетные источники;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
P5;Создание для всех категорий и групп населения условий для занятий физической культурой и спортом, массовым спортом, в том числе повышение уровня обеспеченности населения объектами спорта, а также подготовка спортивного резерва;бюджеты государственных внебюджетных фондов РФ;;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;;0.0000;;
R1;Дорожная сеть;федеральный бюджет;;;;122435182.7000;;;80472109.0000;;;96392708.3000;;;100000.0000;;;100000.0000;;;100000.0000;;
R1;Дорожная сеть;межбюджетные трансферты, федеральный бюджет;;;;122435182.7000;;;80472109.0000;;;96392708.3000;;;100000.0000;;;100000.0000;;;100000.0000;;
R1;Дорожная сеть;консолидированные бюджеты субъектов РФ;;;;474427891.0000;;;554772109.0000;;;631500000.0000;;;722000000.0000;;;822200000.0000;;;934200000.0000;;
